type,content_json
Theory,"{""title"": ""SQL Join"", ""summary"": ""Deep dive into the DBMS theory of SQL Join."", ""key_points"": [""Relational data retrieval."", ""Part of DBMS domain."", ""Crucial optimization topic.""], ""difficulty"": ""Medium"", ""domain"": ""DBMS""}"
Theory,"{""title"": ""UDP"", ""summary"": ""Deep dive into the NW theory of UDP."", ""key_points"": [""Gaming, streaming."", ""Part of NW domain."", ""Crucial optimization topic.""], ""difficulty"": ""Medium"", ""domain"": ""NW""}"
Comparison,"{""topic"": ""Queue vs Paging"", ""concept_a"": ""Queue"", ""concept_b"": ""Paging"", ""difference"": ""Queue is FIFO linear data structure. while Paging is Non-contiguous memory management."", ""use_case"": ""Scheduling, Buffering. vs Virtual memory systems.""}"
Comparison,"{""topic"": ""DP vs Deadlock"", ""concept_a"": ""DP"", ""concept_b"": ""Deadlock"", ""difference"": ""DP is Solving via subproblem memoization. while Deadlock is Mutual blocking of resource waiting."", ""use_case"": ""Optimization problems (Knapsack). vs Operating system resource safety.""}"
Comparison,"{""topic"": ""Binary Tree vs Binary Tree"", ""concept_a"": ""Binary Tree"", ""concept_b"": ""Binary Tree"", ""difference"": ""Binary Tree is Hierarchical structure with 2 children. while Binary Tree is Hierarchical structure with 2 children."", ""use_case"": ""File systems, search trees. vs File systems, search trees.""}"
Theory,"{""title"": ""Hash Map"", ""summary"": ""Deep dive into the DS theory of Hash Map."", ""key_points"": [""Database indexes, O(1) search."", ""Part of DS domain."", ""Crucial optimization topic.""], ""difficulty"": ""Medium"", ""domain"": ""DS""}"
Concept + Code,"{""question"": ""How is Hash Map implemented?"", ""answer"": ""Key-value mapping via hashing."", ""code"": {""c"": ""struct Entry { int key; int value; struct Entry* next; };"", ""cpp"": ""#include <unordered_map>\nstd::unordered_map<int, int> map; map[1] = 10;"", ""python"": ""hash_map = {}\nhash_map['key'] = 'value'""}, ""explanation"": ""A Hash Map (or Hash Table) stores key-value pairs and uses a Hash Function to compute an index in an array. This allows for near constant-time O(1) average lookup, insertion, and deletion. Collisions (when two keys hash to the same index) are handled via Chaining (linked lists at indices) or Open Addressing (finding next available slots). Performance depends heavily on the quality of the hash function and the load factor of the table."", ""language"": ""C / C++ / Python""}"
Theory,"{""title"": ""OSI Model"", ""summary"": ""Deep dive into the NW theory of OSI Model."", ""key_points"": [""Standardizing communication."", ""Part of NW domain."", ""Crucial optimization topic.""], ""difficulty"": ""Medium"", ""domain"": ""NW""}"
Comparison,"{""topic"": ""Quantum Bit vs ACID"", ""concept_a"": ""Quantum Bit"", ""concept_b"": ""ACID"", ""difference"": ""Quantum Bit is Basic unit of quantum info. while ACID is Database transaction properties."", ""use_case"": ""Quantum computing parallelism. vs Ensuring data integrity.""}"
Theory,"{""title"": ""IP Address"", ""summary"": ""Deep dive into the NW theory of IP Address."", ""key_points"": [""Routing and identification."", ""Part of NW domain."", ""Crucial optimization topic.""], ""difficulty"": ""Medium"", ""domain"": ""NW""}"
Comparison,"{""topic"": ""Linked List vs Neural Network"", ""concept_a"": ""Linked List"", ""concept_b"": ""Neural Network"", ""difference"": ""Linked List is Chain of nodes with pointers. while Neural Network is Nodes mimicking brain neurons."", ""use_case"": ""Dynamic memory allocation. vs Machine learning, AI vision.""}"
Theory,"{""title"": ""Process"", ""summary"": ""Deep dive into the OS theory of Process."", ""key_points"": [""Multi-tasking environments."", ""Part of OS domain."", ""Crucial optimization topic.""], ""difficulty"": ""Medium"", ""domain"": ""OS""}"
Concept + Code,"{""question"": ""How is Docker implemented?"", ""answer"": ""Containerization platform."", ""code"": ""// Implementing Docker\nfunction init_docker() {}"", ""explanation"": ""This block initializes the Docker logic for use in Tools."", ""language"": ""C++""}"
Concept + Code,"{""question"": ""How is Dijkstra implemented?"", ""answer"": ""Shortest path in weighted graph."", ""code"": {""c"": ""void dijkstra(int graph[V][V], int src) { /* Priority queue implementation required in C */ }"", ""cpp"": ""#include <set>\nvoid dijkstra(int s) { std::set<std::pair<int, int>> pq; pq.insert({0, s}); }"", ""python"": ""import heapq\ndef dijkstra(graph, start):\n    pq = [(0, start)]\n    while pq: (dist, u) = heapq.heappop(pq)""}, ""explanation"": ""Dijkstra's Algorithm finds the shortest path from a single source vertex to all other vertices in a weighted graph with non-negative edge weights. It uses a Greedy approach, maintaining a set of shortest-reach distances and a priority queue to pick the closest unvisited node. Its complexity is O((V+E) log V) with a binary heap. It is widely used in network routing and GPS navigation systems. Note: It fails on graphs with negative weights."", ""language"": ""C / C++ / Python""}"
Theory,"{""title"": ""Neural Network"", ""summary"": ""Deep dive into the Adv theory of Neural Network."", ""key_points"": [""Machine learning, AI vision."", ""Part of Adv domain."", ""Crucial optimization topic.""], ""difficulty"": ""Medium"", ""domain"": ""Adv""}"
Concept + Code,"{""question"": ""How is Big O implemented?"", ""answer"": ""Worst-case complexity notation."", ""code"": ""// Implementing Big O\nfunction init_big_o() {}"", ""explanation"": ""This block initializes the Big O logic for use in Adv."", ""language"": ""Python""}"
Comparison,"{""topic"": ""Segmentation vs OSI Model"", ""concept_a"": ""Segmentation"", ""concept_b"": ""OSI Model"", ""difference"": ""Segmentation is Variable size memory partitioning. while OSI Model is Layered network framework."", ""use_case"": ""Logical memory grouping. vs Standardizing communication.""}"
Theory,"{""title"": ""Docker"", ""summary"": ""Deep dive into the Tools theory of Docker."", ""key_points"": [""App deployment consistency."", ""Part of Tools domain."", ""Crucial optimization topic.""], ""difficulty"": ""Medium"", ""domain"": ""Tools""}"
Concept + Code,"{""question"": ""How is Merge Sort implemented?"", ""answer"": ""Divide and conquer sorting algorithm."", ""code"": {""c"": ""void merge(int a[], int l, int m, int r) { /* Merging logic */ }\nvoid mergeSort(int a[], int l, int r) {\n    if(l<r) { int m = l+(r-l)/2; mergeSort(a, l, m); mergeSort(a, m+1, r); merge(a, l, m, r); }\n}"", ""cpp"": ""std::stable_sort(v.begin(), v.end());"", ""python"": ""def merge_sort(arr):\n    if len(arr)>1:\n        mid = len(arr)//2\n        L, R = arr[:mid], arr[mid:]\n        merge_sort(L); merge_sort(R)\n        # Merge logic...""}, ""explanation"": ""Merge Sort is a stable, divide-and-conquer sorting algorithm. It recursively splits the array into halves until single elements remain, then merges them back in sorted order. It guarantees O(n log n) time complexity in all cases, making it highly reliable for large datasets. However, it requires O(n) auxiliary space for the merging process. It is preferred for linked list sorting due to its sequential access patterns."", ""language"": ""C / C++ / Python""}"
Comparison,"{""topic"": ""ACID vs Git"", ""concept_a"": ""ACID"", ""concept_b"": ""Git"", ""difference"": ""ACID is Database transaction properties. while Git is Distributed version control."", ""use_case"": ""Ensuring data integrity. vs Software collaboration.""}"
Concept + Code,"{""question"": ""How is Heap implemented?"", ""answer"": ""Complete binary tree for priority."", ""code"": ""// Implementing Heap\nfunction init_heap() {}"", ""explanation"": ""This block initializes the Heap logic for use in DS."", ""language"": ""Java""}"
Concept + Code,"{""question"": ""How is Docker implemented?"", ""answer"": ""Containerization platform."", ""code"": ""// Implementing Docker\nfunction init_docker() {}"", ""explanation"": ""This block initializes the Docker logic for use in Tools."", ""language"": ""C++""}"
Theory,"{""title"": ""Git"", ""summary"": ""Deep dive into the Tools theory of Git."", ""key_points"": [""Software collaboration."", ""Part of Tools domain."", ""Crucial optimization topic.""], ""difficulty"": ""Medium"", ""domain"": ""Tools""}"
Concept + Code,"{""question"": ""How is Git implemented?"", ""answer"": ""Distributed version control."", ""code"": ""// Implementing Git\nfunction init_git() {}"", ""explanation"": ""This block initializes the Git logic for use in Tools."", ""language"": ""Python""}"
Comparison,"{""topic"": ""IP Address vs Queue"", ""concept_a"": ""IP Address"", ""concept_b"": ""Queue"", ""difference"": ""IP Address is Numerical label for network device. while Queue is FIFO linear data structure."", ""use_case"": ""Routing and identification. vs Scheduling, Buffering.""}"
Concept + Code,"{""question"": ""How is Deadlock implemented?"", ""answer"": ""Mutual blocking of resource waiting."", ""code"": ""// Implementing Deadlock\nfunction init_deadlock() {}"", ""explanation"": ""This block initializes the Deadlock logic for use in OS."", ""language"": ""Java""}"
Comparison,"{""topic"": ""Queue vs Queue"", ""concept_a"": ""Queue"", ""concept_b"": ""Queue"", ""difference"": ""Queue is FIFO linear data structure. while Queue is FIFO linear data structure."", ""use_case"": ""Scheduling, Buffering. vs Scheduling, Buffering.""}"
Comparison,"{""topic"": ""SQL Join vs Normalization"", ""concept_a"": ""SQL Join"", ""concept_b"": ""Normalization"", ""difference"": ""SQL Join is Combining rows from multiple tables. while Normalization is Reducing data redundancy."", ""use_case"": ""Relational data retrieval. vs Schema design optimization.""}"
Comparison,"{""topic"": ""Dijkstra vs Merge Sort"", ""concept_a"": ""Dijkstra"", ""concept_b"": ""Merge Sort"", ""difference"": ""Dijkstra is Shortest path in weighted graph. while Merge Sort is Divide and conquer sorting algorithm."", ""use_case"": ""Network routing, GPS. vs Stable sorting requirements.""}"
Comparison,"{""topic"": ""Quantum Bit vs Quantum Bit"", ""concept_a"": ""Quantum Bit"", ""concept_b"": ""Quantum Bit"", ""difference"": ""Quantum Bit is Basic unit of quantum info. while Quantum Bit is Basic unit of quantum info."", ""use_case"": ""Quantum computing parallelism. vs Quantum computing parallelism.""}"
Theory,"{""title"": ""UDP"", ""summary"": ""Deep dive into the NW theory of UDP."", ""key_points"": [""Gaming, streaming."", ""Part of NW domain."", ""Crucial optimization topic.""], ""difficulty"": ""Medium"", ""domain"": ""NW""}"
Theory,"{""title"": ""Process"", ""summary"": ""Deep dive into the OS theory of Process."", ""key_points"": [""Multi-tasking environments."", ""Part of OS domain."", ""Crucial optimization topic.""], ""difficulty"": ""Medium"", ""domain"": ""OS""}"
Concept + Code,"{""question"": ""How is Merge Sort implemented?"", ""answer"": ""Divide and conquer sorting algorithm."", ""code"": {""c"": ""void merge(int a[], int l, int m, int r) { /* Merging logic */ }\nvoid mergeSort(int a[], int l, int r) {\n    if(l<r) { int m = l+(r-l)/2; mergeSort(a, l, m); mergeSort(a, m+1, r); merge(a, l, m, r); }\n}"", ""cpp"": ""std::stable_sort(v.begin(), v.end());"", ""python"": ""def merge_sort(arr):\n    if len(arr)>1:\n        mid = len(arr)//2\n        L, R = arr[:mid], arr[mid:]\n        merge_sort(L); merge_sort(R)\n        # Merge logic...""}, ""explanation"": ""Merge Sort is a stable, divide-and-conquer sorting algorithm. It recursively splits the array into halves until single elements remain, then merges them back in sorted order. It guarantees O(n log n) time complexity in all cases, making it highly reliable for large datasets. However, it requires O(n) auxiliary space for the merging process. It is preferred for linked list sorting due to its sequential access patterns."", ""language"": ""C / C++ / Python""}"
Comparison,"{""topic"": ""Stack vs Quick Sort"", ""concept_a"": ""Stack"", ""concept_b"": ""Quick Sort"", ""difference"": ""Stack is LIFO linear data structure. while Quick Sort is Pivot-based partitioning sort."", ""use_case"": ""Recursion, Undo logic. vs General purpose efficient sorting.""}"
Concept + Code,"{""question"": ""How is Stack implemented?"", ""answer"": ""LIFO linear data structure."", ""code"": {""c"": ""#include <stdio.h>\n#define MAX 100\nint stack[MAX], top = -1;\nvoid push(int x) { if(top < MAX-1) stack[++top] = x; }\nint pop() { return (top >= 0) ? stack[top--] : -1; }\nint main() { push(10); printf(\""%d\"", pop()); return 0; }"", ""cpp"": ""#include <iostream>\n#include <stack>\nint main() { std::stack<int> s; s.push(10); std::cout << s.top(); s.pop(); return 0; }"", ""python"": ""class Stack:\n    def __init__(self): self.items = []\n    def push(self, x): self.items.append(x)\n    def pop(self): return self.items.pop() if self.items else None\ns = Stack(); s.push(10); print(s.pop())""}, ""explanation"": ""A Stack is a fundamental LIFO (Last-In, First-Out) data structure. It mimics a physical stack of plates where elements are added (Push) and removed (Pop) only from the Top. Internally, it can be implemented using arrays or linked lists. It is crucial for expression parsing, depth-first search, and managing function calls in the OS kernel. Key operations take O(1) time. Overflow occurs when the fixed size is exceeded, while Underflow happens on pop from an empty stack."", ""language"": ""C / C++ / Python""}"
Comparison,"{""topic"": ""Segmentation vs Quantum Bit"", ""concept_a"": ""Segmentation"", ""concept_b"": ""Quantum Bit"", ""difference"": ""Segmentation is Variable size memory partitioning. while Quantum Bit is Basic unit of quantum info."", ""use_case"": ""Logical memory grouping. vs Quantum computing parallelism.""}"
